frequency,id,observation_end,observation_start,seasonal_adjustment,title,units,county_id
Monthly,MEDLISPRIPERSQUFEEYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year,Percent,27387
Monthly,MEDLISPRIYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price Year-Over-Year,Percent,27387
Monthly,MEDSQUFEE1103,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet,Level,27387
Monthly,MEDSQUFEEMM1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet Month-Over-Month,Percent,27387
Monthly,MEDSQUFEEYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet Year-Over-Year,Percent,27387
Annual,MHIAL01103A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Morgan County, A",Dollars,27387
Annual,MHICILBAL01103A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Morgan County, A",Dollars,27387
Annual,MHICIUBAL01103A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Morgan County, A",Dollars,27387
Annual,MWACL01103,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Mean Real Wages Adjusted by Cost of Living for Morgan County, A",1999 U.S. Dollars,27387
Annual,NETMIGNACS001103,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Morgan County, A",Persons,27387
Monthly,NEWLISCOU1103,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count,U.S. Dollars,27387
Monthly,NEWLISCOUMM1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count Month-Over-Month,Percent,27387
Monthly,NEWLISCOUYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count Year-Over-Year,Percent,27387
Annual,PCPI01103,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27387
Annual,PE5T17AL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Morgan County, A",Persons,27387
Annual,PEAAAL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27387
Annual,PECILB5T17AL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Morgan County, A",Persons,27387
Annual,PECILBAAAL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Morgan County, A",Persons,27387
Annual,PECILBU18AL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Morgan County, A",Persons,27387
Annual,PECIUB5T17AL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Morgan County, A",Persons,27387
Annual,PECIUBAAAL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Morgan County, A",Persons,27387
Annual,PECIUBU18AL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Morgan County, A",Persons,27387
Monthly,PENLISCOU1103,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count,Level,27387
Monthly,PENLISCOUMM1103,2020-03-01,2019-04-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count Month-Over-Month,Percent,27387
Monthly,PENRAT1103,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio,Ratio,27387
Monthly,PENRATMM1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio Month-Over-Month,Ratio,27387
Monthly,PENRATYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio Year-Over-Year,Ratio,27387
Annual,PEU18AL01103A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27387
Annual,PI01103,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27387
Annual,PP5T17AL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Morgan County, A",Percent,27387
Annual,PPAAAL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Morgan County, A",Percent,27387
Annual,PPCILB5T17AL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Morgan County, A",Percent,27387
Annual,PPCILBAAAL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Morgan County, A",Percent,27387
Annual,PPCILBU18AL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Morgan County, A",Percent,27387
Annual,PPCIUB5T17AL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Morgan County, A",Percent,27387
Annual,PPCIUBAAAL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Morgan County, A",Percent,27387
Annual,PPCIUBU18AL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Morgan County, A",Percent,27387
Annual,PPU18AL01103A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Morgan County, A",Percent,27387
Monthly,PRIINCCOU1103,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count,Level,27387
Monthly,PRIINCCOUMM1103,2020-03-01,2017-09-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count Month-Over-Month,Percent,27387
Monthly,PRIINCCOUYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count Year-Over-Year,Percent,27387
Monthly,PRIREDCOU1103,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count,Level,27387
Monthly,PRIREDCOUMM1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count Month-Over-Month,Percent,27387
Monthly,PRIREDCOUYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count Year-Over-Year,Percent,27387
Annual,PUA0T17AL01103A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Morgan County, A",Persons,27387
Annual,PUA5T17RAL01103A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Morgan County, A",Persons,27387
Annual,PUAAAL01103A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Morgan County, A",Persons,27387
Annual,RACEDISPARITY001103,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Morgan County, A",Percent,27387
Annual,REALGDPALL01103,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27387
Annual,REALGDPGOODS01103,2018-01-01,2003-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27387
Annual,REALGDPGOVT01103,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27387
Annual,REALGDPSERV01103,2018-01-01,2003-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27387
Annual,S1101SPHOUSE001103,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27387
Annual,S1501ACSTOTAL001103,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27387
Annual,S1701ACS001103,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27387
Monthly,TOTLISCOU1103,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count,Level,27387
Monthly,TOTLISCOUMM1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count Month-Over-Month,Percent,27387
Monthly,TOTLISCOUYY1103,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count Year-Over-Year,Percent,27387
Monthly,USPTOISSUED001103,2013-10-01,1993-07-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27387
Annual,2020RATIO001105,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27388
Monthly,ALPERR5LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27388
Annual,ALPERR5POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27388
Monthly,ALPERR5URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27388
Annual,B01002001E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27388
Annual,B03002001E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27388
Annual,B03002002E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27388
Annual,B03002003E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27388
Annual,B03002004E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27388
Annual,B03002005E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27388
Annual,B03002006E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27388
Annual,B03002007E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27388
Annual,B03002008E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27388
Annual,B03002009E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27388
Annual,B03002010E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27388
Annual,B03002011E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27388
Annual,B03002012E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27388
Annual,B03002013E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27388
Annual,B03002014E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27388
Annual,B03002015E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27388
Annual,B03002016E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27388
Annual,B03002017E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27388
Annual,B03002018E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27388
Annual,B03002019E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27388
Annual,B03002020E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27388
Annual,B03002021E001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27388
Annual,B080ACS001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27388
Annual,B14005DCYACS001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Perry County, A",Percent,27388
Annual,BPPRIV001105,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Perry County, A",Units,27388
Annual,CBR01105ALA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27388
Annual,CDC20N2U001105,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Perry County, A","Rate per 100,000",27388
Annual,CDC20N2UAA001105,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Perry County, A","Rate per 100,000",27388
Annual,DMPCRATE001105,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27388
Annual,DP04ACS001105,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27388
Quarterly,ENU0110520510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27388
Quarterly,EQFXSUBPRIME001105,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Perry County, A",Percent,27388
Annual,FBITC001105,2009-01-01,2005-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27388
Annual,GDPALL01105,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27388
Annual,GDPGOODS01105,2017-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27388
Annual,GDPGOVT01105,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27388
Annual,GDPSERV01105,2017-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27388
Annual,HC01ESTVC1601105,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27388
Annual,HC01ESTVC1701105,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27388
Annual,HOWNRATEACS001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Perry County, A",Rate,27388
Annual,LAUCN011050000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27388
Monthly,LAUCN011050000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27388
Annual,LAUCN011050000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27388
Monthly,LAUCN011050000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27388
Annual,LAUCN011050000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27388
Annual,LAUCN011050000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27388
Annual,MHIAL01105A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Perry County, A",Dollars,27388
Annual,MHICILBAL01105A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Perry County, A",Dollars,27388
Annual,MHICIUBAL01105A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Perry County, A",Dollars,27388
Annual,NETMIGNACS001105,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Perry County, A",Persons,27388
Annual,PCPI01105,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27388
Annual,PE5T17AL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Perry County, A",Persons,27388
Annual,PEAAAL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27388
Annual,PECILB5T17AL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Perry County, A",Persons,27388
Annual,PECILBAAAL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Perry County, A",Persons,27388
Annual,PECILBU18AL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Perry County, A",Persons,27388
Annual,PECIUB5T17AL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Perry County, A",Persons,27388
Annual,PECIUBAAAL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Perry County, A",Persons,27388
Annual,PECIUBU18AL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Perry County, A",Persons,27388
Annual,PEU18AL01105A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27388
Annual,PI01105,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27388
Annual,PP5T17AL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Perry County, A",Percent,27388
Annual,PPAAAL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Perry County, A",Percent,27388
Annual,PPCILB5T17AL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Perry County, A",Percent,27388
Annual,PPCILBAAAL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Perry County, A",Percent,27388
Annual,PPCILBU18AL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Perry County, A",Percent,27388
Annual,PPCIUB5T17AL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Perry County, A",Percent,27388
Annual,PPCIUBAAAL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Perry County, A",Percent,27388
Annual,PPCIUBU18AL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Perry County, A",Percent,27388
Annual,PPU18AL01105A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Perry County, A",Percent,27388
Annual,PUA0T17AL01105A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Perry County, A",Persons,27388
Annual,PUA5T17RAL01105A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Perry County, A",Persons,27388
Annual,PUAAAL01105A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Perry County, A",Persons,27388
Annual,RACEDISPARITY001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Perry County, A",Percent,27388
Annual,REALGDPALL01105,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27388
Annual,REALGDPGOODS01105,2017-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27388
Annual,REALGDPGOVT01105,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27388
Annual,REALGDPSERV01105,2017-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27388
Annual,S1101SPHOUSE001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27388
Annual,S1501ACSTOTAL001105,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27388
Annual,S1701ACS001105,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27388
Monthly,USPTOISSUED001105,2008-01-01,2000-02-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27388
Annual,2020RATIO001107,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27389
Monthly,ALPICK7LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27389
Annual,ALPICK7POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27389
Monthly,ALPICK7URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27389
Annual,B01002001E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27389
Annual,B03002001E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27389
Annual,B03002002E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27389
Annual,B03002003E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27389
Annual,B03002004E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27389
Annual,B03002005E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27389
Annual,B03002006E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27389
Annual,B03002007E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27389
Annual,B03002008E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27389
Annual,B03002009E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27389
Annual,B03002010E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27389
Annual,B03002011E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27389
Annual,B03002012E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27389
Annual,B03002013E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27389
Annual,B03002014E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27389
Annual,B03002015E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27389
Annual,B03002016E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27389
Annual,B03002017E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27389
Annual,B03002018E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27389
Annual,B03002019E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27389
Annual,B03002020E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27389
Annual,B03002021E001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27389
Annual,B080ACS001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27389
